"pa","fold","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
1,1,9.94697952270508,15.2219333648682,5.43712949752808,3075.35229492188,571.224975585938,33.8498077392578,68.430793762207,1385.61218261719,198.579544067383,255.913940429688,1135.17736816406,7.14929389953613,37.8092384338379,410.731842041016,20.2375202178955,1.26382672786713,18.9736919403076,6.70599365234375,14.601110458374
1,2,9.7452449798584,15.0873613357544,5.17167043685913,3091.171875,570.533630371094,34.1315994262695,68.4732131958008,1387.39904785156,196.153579711914,262.816711425781,1128.30444335938,7.29019832611084,37.9527587890625,415.623779296875,20.1680717468262,0.896465659141541,19.2716064453125,6.54841136932373,14.3941965103149
1,3,10.2775602340698,15.7864217758179,5.58868503570557,2764.99877929688,531.927368164062,27.6370391845703,71.6103591918945,1282.11450195312,163.380996704102,199.192001342773,1027.44482421875,7.24134111404419,37.2876586914062,427.201751708984,21.0029335021973,1.51436030864716,19.4885730743408,6.85938787460327,15.1690654754639
1,4,9.94697952270508,15.2219333648682,5.43712949752808,3075.35229492188,571.224975585938,33.8498077392578,68.430793762207,1385.61218261719,198.579544067383,255.913940429688,1135.17736816406,7.14929389953613,37.8092384338379,410.731842041016,20.2375202178955,1.26382672786713,18.9736919403076,6.70599365234375,14.601110458374
1,5,9.88477325439453,14.8838224411011,5.70861673355103,2715.43115234375,520.945739746094,28.0837287902832,71.1794891357422,1253.16931152344,164.622039794922,211.673141479492,1002.75152587891,6.80371236801147,38.2074966430664,386.114593505859,19.4470272064209,1.55249845981598,17.8945274353027,6.90768575668335,14.2264852523804
1,1,9.94697952270508,15.2219333648682,5.43712949752808,3075.35229492188,571.224975585938,33.8498077392578,68.430793762207,1385.61218261719,198.579544067383,255.913940429688,1135.17736816406,7.14929389953613,37.8092384338379,410.731842041016,20.2375202178955,1.26382672786713,18.9736919403076,6.70599365234375,14.601110458374
1,2,4.78531742095947,16.949556350708,-8.07594585418701,1102.7216796875,143.914855957031,52.0865325927734,30.1640739440918,357.587890625,209.633712768555,277.709014892578,245.54426574707,9.19927310943604,23.7841949462891,1024.71447753906,23.7691211700439,-14.9955043792725,38.7646255493164,3.80048561096191,2.18635272979736
1,3,9.80333232879639,15.3103933334351,5.08940124511719,3049.74951171875,568.920471191406,32.8162231445312,68.8326034545898,1378.79370117188,194.345550537109,247.732086181641,1122.86279296875,7.3332371711731,37.5381469726562,428.560272216797,20.4867877960205,0.886459410190582,19.6003284454346,6.35004186630249,14.6875267028809
1,4,9.7452449798584,15.0873613357544,5.17167043685913,3091.171875,570.533630371094,34.1315994262695,68.4732131958008,1387.39904785156,196.153579711914,262.816711425781,1128.30444335938,7.29019832611084,37.9527587890625,415.623779296875,20.1680717468262,0.896465659141541,19.2716064453125,6.54841136932373,14.3941965103149
1,5,9.74904155731201,15.0758590698242,5.19512128829956,3076.005859375,570.53955078125,33.455680847168,68.6485900878906,1385.76672363281,195.83024597168,257.028472900391,1130.94482421875,7.25214004516602,37.9271430969238,414.342193603516,20.1515369415283,0.966458320617676,19.1850776672363,6.56806612014771,14.4319448471069
1,1,9.94697952270508,15.2219333648682,5.43712949752808,3075.35229492188,571.224975585938,33.8498077392578,68.430793762207,1385.61218261719,198.579544067383,255.913940429688,1135.17736816406,7.14929389953613,37.8092384338379,410.731842041016,20.2375202178955,1.26382672786713,18.9736919403076,6.70599365234375,14.601110458374
1,2,9.80333232879639,15.3103933334351,5.08940124511719,3049.74951171875,568.920471191406,32.8162231445312,68.8326034545898,1378.79370117188,194.345550537109,247.732086181641,1122.86279296875,7.3332371711731,37.5381469726562,428.560272216797,20.4867877960205,0.886459410190582,19.6003284454346,6.35004186630249,14.6875267028809
1,3,7.20416355133057,17.5429973602295,-3.16195344924927,1391.83264160156,193.405136108398,56.7419013977051,34.3465576171875,468.075225830078,250.566802978516,289.947845458984,352.664794921875,8.84125137329102,26.8544769287109,843.386901855469,23.6744709014893,-9.33388423919678,33.0083541870117,2.40518856048584,11.1582021713257
1,4,9.26203441619873,15.2357521057129,3.86503005027771,1886.50073242188,385.848388671875,15.1424016952515,77.9111480712891,919.070068359375,89.9771194458008,125.863319396973,748.70703125,8.63370990753174,38.9051399230957,471.471221923828,21.9378929138184,-0.321643531322479,22.2595367431641,5.17628145217896,14.576150894165
1,5,8.54552459716797,14.8042974472046,3.28416609764099,2815.2333984375,535.249877929688,29.6282444000244,70.5158615112305,1295.64855957031,172.758605957031,220.362045288086,1028.20458984375,7.96311616897583,36.5300369262695,482.369171142578,20.8745384216309,-0.985937893390656,21.8604774475098,4.69698858261108,14.2121896743774
1,1,9.26203441619873,15.2357521057129,3.86503005027771,1886.50073242188,385.848388671875,15.1424016952515,77.9111480712891,919.070068359375,89.9771194458008,125.863319396973,748.70703125,8.63370990753174,38.9051399230957,471.471221923828,21.9378929138184,-0.321643531322479,22.2595367431641,5.17628145217896,14.576150894165
1,2,7.04358959197998,16.2094039916992,-2.39672422409058,1275.17822265625,179.739456176758,48.5108489990234,37.1921157836914,439.281707763672,214.405975341797,256.842590332031,323.752197265625,8.40686798095703,27.7635116577148,760.346801757812,22.0891571044922,-8.30119228363037,30.3903503417969,4.33754825592041,10.2382678985596
1,3,9.24755668640137,14.6002397537231,4.77692985534668,1788.60571289062,273.81982421875,61.9953536987305,43.6256332397461,663.528564453125,256.154724121094,383.255737304688,435.986938476562,5.30024385452271,29.6673564910889,416.757904052734,18.3197650909424,0.36408531665802,17.955680847168,9.25165367126465,11.8485355377197
1,4,9.94697952270508,15.2219333648682,5.43712949752808,3075.35229492188,571.224975585938,33.8498077392578,68.430793762207,1385.61218261719,198.579544067383,255.913940429688,1135.17736816406,7.14929389953613,37.8092384338379,410.731842041016,20.2375202178955,1.26382672786713,18.9736919403076,6.70599365234375,14.601110458374
1,5,7.52576112747192,16.0562286376953,-1.44703555107117,1297.005859375,183.726867675781,49.8762016296387,37.3324127197266,449.132873535156,217.792770385742,257.096374511719,332.907135009766,7.66200828552246,27.267635345459,714.938049316406,21.2937393188477,-6.93291711807251,28.2266578674316,5.47265577316284,9.82631015777588
1,1,-1.17486166954041,10.2921314239502,-12.1649208068848,598.000671386719,97.1563491821289,11.0384635925293,52.4826164245605,245.136138916016,57.2694816589355,128.389724731445,197.368423461914,9.98813247680664,27.4001579284668,930.60400390625,17.2541904449463,-19.3081893920898,36.5623817443848,-10.140435218811,0.444560468196869
1,2,9.59424877166748,14.7318916320801,5.17536401748657,2826.71752929688,550.717102050781,26.4915351867676,72.9122924804688,1318.45715332031,157.406295776367,218.883804321289,1087.65600585938,7.4224066734314,39.2728652954102,400.57080078125,20.1092281341553,1.14177811145782,18.9674510955811,6.41286993026733,14.0653886795044
